REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,REPORT_YEAR,P_CODE,YEAR_CODE,VISIT_NO,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER,ALL_COVER
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2014,RM,203314,22,17/09/2014,2014,9,29.1,31.6,15,7.5,2.5,21.375,10.815,2.5,0,16,0,79,2.387096774,17/09/2014,19.41,46.29,8.2,26.11,100.01
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2015,RM,203415,23,7/09/2015,2015,9,32.8,32.6,45,2.5,2.5,39.227,3.622,2.604,1,36,0.089,7,0.151515152,7/09/2015,63.9,32.83,1.12,2.16,100.01
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2016,RM,203516,24,19/05/2016,2016,5,26,32.6,7.5,2.5,2.5,14.259,3.198,1.868,21,20,0.5,104,4.727272727,19/05/2016,71.34,24.98,2.38,1.3,100
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2017,RAP,203617,25,15/03/2017,2017,3,30.1,32.6,25,0,0,33.438,0,0.147,15,29,0.371,0,0.090909091,15/03/2017,60.58,31.77,6.31,1.31,99.97
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2018,RM,203718,26,20/10/2018,2018,10,29,31.6,45,2.5,2.5,33.799,3.194,2.179,0,55,0.034,12,0.145833333,20/10/2018,80.94,11.6,3.36,4.1,100
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2019,RM,201819,27,1/07/2019,2019,1,31.3,31.6,25,2.5,2.5,27.5,3.578,2.5,1,51,0.02,19,0.37254902,1/08/2019,44.17,48.25,3.08,4.49,99.99
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2020,RMRAP,201920,28,12/06/2019,2019,12,36.5,31.6,25,2.5,0,24.439,2.806,1.122,0,49,0,21,0.428571429,12/05/2019,62.95,33.06,1.72,2.27,100
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2021,RM,202021,29,19/12/2020,2020,12,34.8,32.6,35,2.5,2.5,32.358,3.636,1.705,0,44,0,18,0.409090909,12/02/2020,56.97,34.05,5.53,3.17,99.72
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2022,RM,204122,30,13/09/2022,2022,9,32.7,32.6,25,0,2.5,29.329,4.828,1.897,0,57,0,0,0,13/09/2022,33.17,15.22,50.37,1.21,99.97
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2023,RM,204223,31,19/07/2023,2023,7,29.4,31.6,25,0,0,25.5,0,0.658,0,55,0,44,0.685714286,19/07/2023,74.53,17.67,2.5,5.27,99.97
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2024,RM,204324,32,5/02/2024,2024,2,31.4,31.6,15,2.5,0,16.681,5.8,0.458,0,103,0,57,0.829787234,5/02/2024,40.8,23.07,20.2,15.89,99.96
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2025,RM,204425,33,18/11/2025,2025,11,27.3,29.5,25,2.5,0,31.083,9.561,0.161,0,92,0.019,14,0,18/11/2025,81.7,24.45,1,24.31,131.46
13130S,PC,O,DAVIE REEF,-13.975,144.458333,3,-13.969133,144.462167,2026,RM,204526,34,21/09/2026,2026,9,30.9,32.6,7.5,2.5,2.5,10.542,5.43,2.214,0,43,0,23,0.619047619,21/09/2026,44.5,20.5,32.88,2.1,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1993,RM,201193,1,25/02/1993,1993,2,29.9,29.5,7.5,2.5,2.5,8.581,4.008,1.429,0,57,0,0,0,25/02/1993,17.1,35.1,38.63,9.2,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1994,RM,201294,2,17/05/1994,1994,5,30.3,29.7,15,2.5,2.5,15.821,3.302,1.8,0,92,0,13,0,17/05/1994,55.74,39.16,1.6,3.52,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1995,RM,201395,3,24/04/1995,1995,4,30.8,30.6,2.5,2.5,2.5,3.013,3.036,1.889,0,50,0,0,0,24/04/1995,82.17,1.8,15.36,0.7,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1996,RM,201496,4,22/07/1996,1996,7,31.6,32.6,15,2.5,0,16.14,2.976,2.177,0,43,0,6,0.2,22/07/1996,88.2,4.1,2.8,4.9,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1997,RM,201597,5,25/04/1997,1997,4,31.1,29.6,7.5,0,0,19.962,0,0.188,0,43,0.167,0,0,25/04/1997,26.48,63.95,5.3,4.27,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1998,RMRAP,201698,6,27/05/1998,1998,5,29.6,29.6,15,2.5,2.5,24.261,2.5,1.467,0,41,0,0,0.06557377,27/05/1998,70.12,18.4,5.84,5.66,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,1999,RM,201799,7,16/04/1999,1999,4,27.6,30.6,15,0,2.5,11.833,0,2.411,0,14,0,35,1.3125,16/04/1999,73.11,9.6,14.22,3.1,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2000,RMRAP,201900,8,25/04/2000,2000,4,25.3,28.9,2.5,2.5,2.5,5.962,2.429,2.5,0,50,0,6,0,25/04/2000,63.9,8.8,3.27,24.05,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2001,RAP,202001,9,3/05/2001,2001,5,30.9,30.4,62.5,0,2.5,51.675,2.5,1.857,10,30,0,0,0,3/05/2001,54.12,31.1,12.3,2.5,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2002,RM,202102,10,3/11/2002,2002,11,30.2,30,7.5,2.5,2.5,13.816,3.333,2.5,9,68,0.233,44,0.711538462,3/11/2002,33.2,58.7,2.71,5.39,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2003,RM,202203,11,14/11/2003,2003,11,31.3,30,2.5,7.5,2.5,12.375,10.236,2.5,0,55,0.463,77,2.75,14/11/2003,50.61,34.19,2.8,12.4,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2004,RM,202304,12,19/03/2004,2004,3,30.5,30,56.25,2.5,0,51.075,7.361,0.815,0,41,0,0,0,19/03/2004,77.05,14,5.2,3.74,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2005,RM,202405,13,16/10/2005,2005,10,29.8,30.6,7.5,15,2.5,12.2,16.29,2.604,0,57,0,5,0,16/10/2005,63.4,7.72,21.89,6.9,99.91
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2006,RAP,202506,14,23/01/2006,2006,1,28.4,31.6,15,2.5,2.5,17.467,10.122,2.431,0,78,0,14,0,23/01/2006,56.9,15.6,26.19,1.3,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2007,RM,202607,15,23/05/2007,2007,5,28.5,29.4,15,2.5,1.25,23.039,2.786,1.25,0,48,0,3,0,23/05/2007,49.7,19.6,3.4,27.34,100.04
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2008,RM,202708,16,31/10/2008,2008,10,29,30.6,2.5,2.5,0,3.013,2.5,0.846,48,29,0.964,24,0.827586207,31/10/2008,89.62,2.8,1.01,6.6,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2009,RM,202809,17,27/10/2009,2009,10,25.3,29.6,7.5,2.5,2.5,9.057,3.167,2.5,0,41,0,0,0,27/10/2009,36.6,19.1,25.5,18.8,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2010,RAP,202910,18,28/05/2010,2010,5,25.5,30.2,7.5,2.5,0,14.492,2.806,0.75,0,81,0,13,0,28/05/2010,71.9,16.7,8.94,2.46,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2011,RM,203011,19,20/10/2011,2011,10,32.5,30.6,15,2.5,0,16.164,2.5,0.536,0,43,0.097,0,0.029850746,20/10/2011,78.7,10.83,5.1,5.4,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2012,RM,203112,20,22/01/2012,2012,1,33,32.6,56.25,0,2.5,51.075,12.598,1.625,0,65,0,85,2.387096774,22/01/2012,42.89,22.1,34.25,0.74,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2013,RAP,203213,21,10/12/2013,2013,12,33.5,30.6,25,35,2.5,20.286,28.292,2.031,0,28,0,2,0,10/12/2013,75.87,13.48,1,9.66,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2014,RM,203314,22,15/11/2014,2014,11,27.4,29.6,15,2.5,0,16.5,8.167,0.753,0,57,0,5,0,15/11/2014,66.55,16.85,14.4,2.2,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2015,RAP,203415,23,24/03/2015,2015,3,30.2,31.6,25,2.5,2.5,31.932,6.698,2.265,0,42,0,33,0.483870968,24/03/2015,58.87,2.8,34.13,4.21,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2016,RMRAP,203516,24,12/01/2016,2016,1,31.4,30.6,7.5,2.5,2.5,7.8,4.828,2.5,10,59,0,0,0,12/01/2016,31.63,37.1,26.8,4.42,99.95
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2017,RM,203617,25,21/01/2017,2017,1,31.2,29.5,7.5,35,2.5,14.83,34.743,1.576,0,43,0,27,0.580645161,21/01/2017,54.2,9.6,0.3,35.9,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2018,RM,203718,26,5/04/2018,2018,4,32.7,31.6,15,7.5,0,19.773,12.833,0.818,0,53,0,0,0,5/04/2018,73.92,3.3,5.01,17.78,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2019,RM,201819,27,1/10/2019,2019,1,31.3,31.6,15,2.5,2.5,14.1,2.5,2.45,0,100,0,85,0.85,1/11/2019,51.97,23.77,1.07,23.19,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2020,RMRAP,201920,28,12/06/2019,2019,12,36.5,31.6,7.5,2.5,0,10.3,2.375,1.075,0,100,0,50,0.5,12/07/2019,54.87,19.04,2.04,24.05,100
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2021,RM,202021,29,18/12/2020,2020,12,34.8,32.6,25,2.5,2.5,25.052,2.474,1.933,0,97,0,79,0.81443299,17/12/2020,40.85,24.33,1.2,33.61,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2022,RM,204122,30,18/01/2022,2022,1,33,30,15,0,2.5,13.417,2.611,1.484,0,24,0,55,0.81443299,18/01/2022,35.12,29.7,29.72,5.47,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2023,RM,204223,31,27/03/2023,2023,3,30.8,30.6,15,2.5,2.5,13.534,4.853,1.824,1,74,0,2,0,27/03/2023,40.91,47.2,1.5,10.35,99.96
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2024,RM,204324,32,8/01/2024,2024,1,29.4,30,15,2.5,0,17.419,3.208,0.566,3,17,0,3,0,8/01/2024,57.26,21.04,0.91,20.75,99.96
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2025,RMRAP,204425,33,14/02/2025,2025,2,27.5,30.6,7.5,2.5,0,9.05,9.83,0.086,0,83,0,30,0.368421053,14/02/2025,52.87,27.5,13.83,5.83,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,1,-13.90475,144.236417,2026,RM,204526,34,5/01/2026,2026,1,29,32.6,25,0,2.5,31.932,3.3,2.206,0,50,0,8,0,5/01/2026,76.3,2.7,16.2,4.76,99.96
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1993,RAP,201193,1,3/04/1993,1993,4,25.6,30.2,25,2.5,2.5,25.321,4.682,2.5,0,74,0.021,10,0.0625,3/04/1993,48.53,22.3,24,5.2,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1994,RM,201294,2,16/12/1994,1994,12,30.5,29.7,35,7.5,0,35.938,8.016,0.781,0,80,0,12,0,16/12/1994,73.1,16.6,8.3,1.97,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1995,RM,201395,3,18/01/1995,1995,1,32,31.6,7.5,2.5,2.5,9.5,2.5,2.5,2,68,0.034,12,0.25,18/01/1995,59.3,30.51,8,2.2,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1996,RM,201496,4,26/10/1996,1996,10,30.5,29.3,15,2.5,2.5,11.512,6.563,2.069,0,52,0,28,0.444444444,26/10/1996,42.4,23.76,3.65,30.2,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1997,RM,201597,5,10/03/1997,1997,3,29.9,30.4,15,15,0,16.618,19.948,1.25,0,29,0,3,0,10/03/1997,36.1,27.7,1.82,34.53,100.15
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1998,RM,201698,6,16/10/1998,1998,10,28.6,30,5,15,2.5,10.408,16.29,1.597,0,83,0,16,0.075,16/10/1998,69.63,16.4,1.5,12.48,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,1999,RM,201799,7,24/05/1999,1999,5,32.5,29.6,25,2.5,0,26.579,4.516,0.563,0,28,0.034,0,0,24/05/1999,57.92,23.63,0.2,18.22,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2000,RM,201900,8,14/01/2000,2000,1,31.3,30.6,7.5,0,2.5,7.083,2.714,1.802,0,52,0,0,0.127272727,14/01/2000,63.34,8.87,21.9,5.9,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2001,RAP,202001,9,7/11/2001,2001,11,28.6,30.6,35,2.5,2.5,32.339,4.828,1.739,0,81,0.01,7,0,7/11/2001,33.44,25.43,29.4,11.78,100.05
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2002,RM,202102,10,1/03/2002,2002,3,26.8,31.6,15,2.5,2.5,17.151,2.422,1.5,0,51,0,0,0,1/03/2002,60.5,21.94,14.11,3.47,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2003,RM,202203,11,17/07/2003,2003,7,27.9,29.7,25,2.5,2.5,25.938,5.551,2.157,0,30,0,42,1.272727273,17/07/2003,28.1,48.07,14.3,9.51,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2004,RM,202304,12,8/12/2004,2004,12,31.4,29.5,7.5,7.5,2.5,19.319,6.111,1.685,0,54,0,0,0,8/12/2004,23.02,56.94,0.1,19.91,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2005,RM,202405,13,26/12/2005,2005,12,29.9,32.6,45,2.5,0,33.799,3.138,1.202,0,25,0,16,0.625,26/12/2005,75.7,12.71,9.32,2.3,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2006,RAP,202506,14,29/09/2006,2006,9,30.5,30,7.5,2.5,2.5,12.2,2.806,1.552,0,91,0,0,0,29/09/2006,86.48,4.64,5,3.85,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2007,RM,202607,15,1/02/2007,2007,2,29.5,32.6,45,2.5,0,33.799,2.292,2.177,19,25,0.667,34,0.6875,1/02/2007,69.9,13.84,5.15,11.13,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2008,RM,202708,16,23/12/2008,2008,12,33,30,25,2.5,1.25,21.107,4.375,1.25,1,97,0,33,0.333333333,23/12/2008,75.88,18.7,1,4.4,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2009,RM,202809,17,16/12/2009,2009,12,27.2,30.4,15,0,2.5,18.26,0,1.5,0,80,0,7,0,16/12/2009,48.2,35,0.5,16.3,100
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2010,RAP,202910,18,1/12/2010,2010,12,27.9,32.6,11.25,2.5,0,13.5,2.5,0.852,0,33,0.029,0,0,1/12/2010,75.38,23.1,0.5,1,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2011,RM,203011,19,7/10/2011,2011,10,31.6,30.6,25,2.5,0,21.667,2.636,0.6,0,31,0.032,0,0,7/10/2011,78.82,12.56,3.5,5.1,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2012,RM,203112,20,21/04/2012,2012,4,32.7,31.6,2.5,2.5,2.5,7.8,5.648,2.012,0,67,0,2,0,21/04/2012,68.4,3,23.49,5.1,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2013,RM,203213,21,15/11/2013,2013,11,29.5,31.6,25,0,2.5,21.667,8.357,2.258,0,27,0,149,4.827586207,15/11/2013,30.63,25.94,27.93,15.52,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2014,RM,203314,22,27/10/2014,2014,10,25.3,29.5,2.5,2.5,0,3.173,3.232,1.019,0,20,0,39,0.6875,27/10/2014,42.64,27.9,0.9,28.57,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2015,RM,203415,23,19/02/2015,2015,2,29.1,31.6,7.5,2.5,2.5,10,7.701,1.627,0,78,0,18,0.266666667,19/02/2015,41.9,28.6,26.4,3.1,100
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2016,RM,203516,24,14/02/2016,2016,2,31,30,15,0,2.5,17.123,7.672,2.279,1,64,0,25,0.4,14/02/2016,31.91,41.7,17.2,9.18,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2017,RM,203617,25,8/04/2017,2017,4,28.7,30.4,20,0,0,23.906,0,0.889,0,50,0,0,0,8/04/2017,71.57,0.1,26.96,1.4,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2018,RAP,203718,26,21/04/2018,2018,4,32,30.5,25,2.5,2.5,31.932,4.813,6.017,6,28,0.857,8,0.266666667,21/04/2018,81.76,10.1,1,7.1,99.96
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2019,RM,201819,27,1/10/2019,2019,1,31.3,31.6,15,2.5,2.5,14.1,2.5,2.45,0,100,0,85,0.85,1/11/2019,47.87,31.81,2.16,18.15,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2020,RMRAP,201920,28,12/06/2019,2019,12,36.5,31.6,7.5,2.5,0,10.3,2.375,1.075,0,100,0,50,0.5,12/07/2019,59.64,26.34,0.99,13.02,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2021,RM,202021,29,18/12/2020,2020,12,34.8,32.6,25,2.5,2.5,25.052,2.474,1.933,0,97,0,79,0.81443299,17/12/2020,49.93,33.77,1.77,14.53,100
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2022,RAP,204122,30,,2022,9,29.6,31.6,25,0,2.5,20.286,4.048,1.667,0,63,0,10,0.15,,61.5,7.2,29.89,1.43,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2023,RM,204223,31,22/08/2023,2023,8,31.4,32.6,7.5,2.5,0,9.05,7.214,0.152,0,57,0.014,11,0.055555556,22/08/2023,54.46,14.22,23.1,8.19,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2024,RAP,204324,32,8/01/2024,2024,1,28.6,31.6,15,2.5,2.5,12.458,11.435,1.894,4,68,0,0,0.034090909,8/01/2024,72.5,18,4.02,5.46,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2025,RMRAP,204425,33,10/11/2025,2025,11,31.3,30.4,2.5,7.5,0,16.108,11.463,0.833,0,57,0,25,0.44,10/11/2025,42.39,39.31,1.3,17,100
14016S,PC,M,CORBETT REEF,-14,144.108333,2,-13.908283,144.23755,2026,RAP,204526,34,12/08/2026,2026,8,30.4,30.6,56.25,2.5,0,57.063,4.615,0.381,0,60,0,51,1.1,12/08/2026,84.1,29.76,4.1,22.2,140.16
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1993,RM,201193,1,15/01/1993,1993,1,26.3,29.7,7.5,7.5,2.5,13.882,12.931,2.357,0,36,0,0,0,15/01/1993,76.7,18.89,1.2,3.2,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1994,RM,201294,2,23/01/1994,1994,1,30.5,29.7,15,15,2.5,17.151,13.839,1.628,0,32,0,0,0,23/01/1994,52.9,42.1,2.8,2.2,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1995,RM,201395,3,25/03/1995,1995,3,33,31.6,15,0,0,19.773,0,0.263,1,41,0.053,20,0.625,25/03/1995,82.5,9.78,4.11,3.6,99.99
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1996,RM,201496,4,5/05/1996,1996,5,27.9,29.7,35,15,0,30.223,16.9,0.294,0,27,0,0,0,5/05/1996,68.5,16.12,1.21,14.18,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1997,RM,201597,5,21/02/1997,1997,2,31.4,31.6,25,15,2.5,31.815,13.958,2.976,1,75,0,0,0,21/02/1997,60.7,37.37,1,0.9,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1998,RM,201698,6,11/01/1998,1998,1,29.8,31.6,30,0,5,31.083,0,3.52,0,22,0.022,53,1.862068966,11/01/1998,45.1,51.3,1.6,2.03,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,1999,RM,201799,7,4/04/1999,1999,4,32.6,31.6,15,2.5,2.5,11.968,2.5,2.5,0,55,0,0,0,4/04/1999,53.78,29.81,11.5,4.89,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2000,RM,201900,8,25/04/2000,2000,4,31.3,31.6,30,2.5,2.5,29.208,2.5,2.5,0,50,0.032,0,0.082352941,25/04/2000,51.1,45.48,2.7,0.7,99.98
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2001,RAP,202001,9,4/05/2001,2001,5,30.4,29.6,25,7.5,2.5,21.719,10.417,1.636,0,46,0,0,0,4/05/2001,59.25,35.81,2.2,2.77,100.03
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2002,RAP,202102,10,14/05/2002,2002,5,29.4,29.4,45,2.5,2.5,49.25,3.043,2.5,0,35,0,2,0,14/05/2002,49.85,15.95,10.77,23.4,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2003,RM,202203,11,26/10/2003,2003,10,32.5,30.6,25,2.5,0,20.286,2.5,1.216,0,21,0,0,0.1,26/10/2003,88.1,3.3,2.7,5.9,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2004,RAP,202304,12,16/01/2004,2004,1,27.6,29.8,25,11.25,0,28,22.589,1.212,0,103,0,0,0,16/01/2004,36.1,5.46,50.5,7.91,99.97
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2005,RM,202405,13,15/12/2005,2005,12,26,30,25,2.5,0,24.943,2.456,1.017,0,20,0,0,0.1,15/12/2005,71.72,21.87,0.9,5.51,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2006,RM,202506,14,17/10/2006,2006,10,29.3,32.6,35,2.5,2.5,40.431,2.778,2.672,0,36,0,0,0,17/10/2006,54.9,42.1,1.45,1.38,99.83
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2007,RM,202607,15,4/11/2007,2007,11,31.6,31.6,35,2.5,2.5,30.214,2.616,2.778,0,62,0,8,0,4/11/2007,69.1,9.79,13.7,7.43,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2008,RM,202708,16,3/11/2008,2008,11,28.6,29.6,45,2.5,2.5,51.094,8.462,2.192,0,88,0,12,0,3/11/2008,54.9,21.06,45.98,0.8,122.74
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2009,RAP,202809,17,17/05/2009,2009,5,32.6,32.6,2.5,7.5,0,8.784,7.647,2.304,0,58,0,6,0,17/05/2009,82.7,11.21,1,5.1,100.01
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2010,RAP,202910,18,6/12/2010,2010,12,32,31.6,35,2.5,2.5,35.811,0,2.672,0,36,0,0,0,6/12/2010,65.71,26.64,0,7.67,100.02
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2011,RM,203011,19,11/02/2011,2011,2,31.7,30,2.5,2.5,2.5,2.652,2.5,2.5,125,40,3.447,0,0.057142857,11/02/2011,74.93,21.87,0.2,3,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2012,RM,203112,20,7/03/2012,2012,3,27.9,30.6,45,2.5,2.5,39.227,6.649,1.887,4,52,0,0,0,7/03/2012,74.5,18.8,1.9,4.8,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2013,RM,203213,21,27/01/2013,2013,1,31.4,30,50.625,0,2.5,47.625,6.328,2.179,0,75,0,21,0.178571429,27/01/2013,34.93,14.22,37.2,13.58,99.93
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2014,RM,203314,22,26/05/2014,2014,5,31.3,31.6,15,2.5,2.5,16.74,6.178,1.623,0,87,0,0,0,26/05/2014,84.6,4.3,10.7,0.4,100
14016S,PC,M,CORBETT REEF,-14,144.108333,3,-13.911683,144.238483,2015,RM,203415,23,12/08/2015,2015,8,26.6,32.6,15,2.5,2.5,20.882,2.786,2.375,0,57,0,12,0.192771084,12/08/2015,92.68,4.2,0.47,2.68,100.03
