REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,P_CODE,YEAR_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,REEF_YEAR_CODE_ID,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199596,4,1996,13/01/1996,1996,1,16025S2199596,32.3,29.3,15,0,0,17.86,0,0.959,0,73,0,0,0,1,-16.203433,145.9062,13/01/1996,33.63,28.02,32.1,6.25
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199596,4,1996,13/01/1996,1996,1,16025S2199596,32.3,29.3,15,0,0,17.86,0,0.959,0,73,0,0,0,2,-16.207517,145.907533,13/01/1996,30.51,22.98,40.38,6.12
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199596,4,1996,13/01/1996,1996,1,16025S2199596,32.3,29.3,15,0,0,17.86,0,0.959,0,73,0,0,0,3,-16.210917,145.9075,14/01/1996,28.77,14.71,45.39,11.12
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199697,5,1997,25/01/1997,1997,1,16025S2199697,30.5,28.6,25,0,0,29.925,0,0.633,1,83,0.012,0,0,1,-16.203433,145.9062,26/01/1997,35.56,30.52,27.6,6.32
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199697,5,1997,25/01/1997,1997,1,16025S2199697,30.5,28.6,25,0,0,29.925,0,0.633,1,83,0.012,0,0,2,-16.207517,145.907533,26/01/1997,32.44,24.84,34.95,7.77
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199697,5,1997,25/01/1997,1997,1,16025S2199697,30.5,28.6,25,0,0,29.925,0,0.633,1,83,0.012,0,0,3,-16.210917,145.9075,26/01/1997,33.27,11.12,43.69,11.92
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199798,6,1998,24/01/1998,1998,1,16025S2199798,31.5,30,15,5,2.5,18.162,10.294,1.471,0,68,0,0,0,1,-16.203433,145.9062,25/01/1998,36.58,27.56,29.93,5.94
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199798,6,1998,24/01/1998,1998,1,16025S2199798,31.5,30,15,5,2.5,18.162,10.294,1.471,0,68,0,0,0,2,-16.207517,145.907533,25/01/1998,34.09,21.72,36.5,7.7
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199798,6,1998,24/01/1998,1998,1,16025S2199798,31.5,30,15,5,2.5,18.162,10.294,1.471,0,68,0,0,0,3,-16.210917,145.9075,25/01/1998,34.93,13.32,43.34,8.41
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199899,7,1999,31/01/1999,1999,1,16025S2199899,31.6,29,25,7.5,2.5,24.943,10.114,1.629,0,66,0,0,0,1,-16.203433,145.9062,1/02/1999,40.77,30.8,23.19,5.24
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199899,7,1999,31/01/1999,1999,1,16025S2199899,31.6,29,25,7.5,2.5,24.943,10.114,1.629,0,66,0,0,0,2,-16.207517,145.907533,1/02/1999,49.5,20.94,23.55,6.02
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199899,7,1999,31/01/1999,1999,1,16025S2199899,31.6,29,25,7.5,2.5,24.943,10.114,1.629,0,66,0,0,0,3,-16.210917,145.9075,1/02/1999,50.1,12.62,27.07,10.22
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199900,8,2000,22/01/2000,2000,1,16025S2199900,31.3,28.7,25,7.5,2.5,25.321,10.768,3.786,140,70,2,0,0,1,-16.203433,145.9062,22/01/2000,41,29.62,25.19,4.2
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199900,8,2000,22/01/2000,2000,1,16025S2199900,31.3,28.7,25,7.5,2.5,25.321,10.768,3.786,140,70,2,0,0,2,-16.207517,145.907533,22/01/2000,44.79,18.13,32.94,4.14
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,199900,8,2000,22/01/2000,2000,1,16025S2199900,31.3,28.7,25,7.5,2.5,25.321,10.768,3.786,140,70,2,0,0,3,-16.210917,145.9075,22/01/2000,48.44,10.82,31.94,8.8
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200001,9,2001,27/01/2001,2001,1,16025S2200001,30.8,29.4,15,7.5,2.5,13.346,8.493,2.5,6,68,0.088,0,0,1,-16.203433,145.9062,27/01/2001,44.45,23.43,26.76,5.37
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200001,9,2001,27/01/2001,2001,1,16025S2200001,30.8,29.4,15,7.5,2.5,13.346,8.493,2.5,6,68,0.088,0,0,2,-16.207517,145.907533,27/01/2001,40.91,18.38,35.15,5.56
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200001,9,2001,27/01/2001,2001,1,16025S2200001,30.8,29.4,15,7.5,2.5,13.346,8.493,2.5,6,68,0.088,0,0,3,-16.210917,145.9075,27/01/2001,39.74,14.33,39.63,6.31
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200102,10,2002,16/09/2001,2001,9,16025S2200102,29,29.4,15,7.5,2.5,16.439,10.587,1.932,12,66,0.182,0,0,1,-16.203433,145.9062,16/09/2001,39.93,27.04,32.01,1.01
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200102,10,2002,16/09/2001,2001,9,16025S2200102,29,29.4,15,7.5,2.5,16.439,10.587,1.932,12,66,0.182,0,0,2,-16.207517,145.907533,16/09/2001,41.55,21.08,34.25,3.12
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200102,10,2002,16/09/2001,2001,9,16025S2200102,29,29.4,15,7.5,2.5,16.439,10.587,1.932,12,66,0.182,0,0,3,-16.210917,145.9075,16/09/2001,39.34,11.41,41.41,7.84
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200203,11,2003,5/11/2002,2002,11,16025S2200203,31.6,29.8,7.5,7.5,1.25,9.556,11.129,1.25,0,62,0,0,0,1,-16.203433,145.9062,5/11/2002,45,30.5,21.7,2.8
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200203,11,2003,5/11/2002,2002,11,16025S2200203,31.6,29.8,7.5,7.5,1.25,9.556,11.129,1.25,0,62,0,0,0,2,-16.207517,145.907533,5/11/2002,47.6,17.27,29.61,5.53
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200203,11,2003,5/11/2002,2002,11,16025S2200203,31.6,29.8,7.5,7.5,1.25,9.556,11.129,1.25,0,62,0,0,0,3,-16.210917,145.9075,5/11/2002,46.68,9.44,38.85,5.03
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200304,12,2004,4/01/2004,2004,1,16025S2200304,31.9,29.1,15,7.5,2.5,13.538,15.115,2.154,0,65,0,0,0,1,-16.203433,145.9062,4/01/2004,40.52,30.64,24.93,3.91
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200304,12,2004,4/01/2004,2004,1,16025S2200304,31.9,29.1,15,7.5,2.5,13.538,15.115,2.154,0,65,0,0,0,2,-16.207517,145.907533,4/01/2004,39.2,17.86,36.43,6.51
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200304,12,2004,4/01/2004,2004,1,16025S2200304,31.9,29.1,15,7.5,2.5,13.538,15.115,2.154,0,65,0,0,0,3,-16.210917,145.9075,5/01/2004,45.42,10.82,35.94,7.83
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200405,13,2005,21/01/2005,2005,1,16025S2200405,30.4,29.4,7.5,7.5,2.5,11.688,14.545,1.786,0,77,0,0,0,1,-16.203433,145.9062,20/01/2005,39.37,31.87,26.62,2.15
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200405,13,2005,21/01/2005,2005,1,16025S2200405,30.4,29.4,7.5,7.5,2.5,11.688,14.545,1.786,0,77,0,0,0,2,-16.207517,145.907533,20/01/2005,45.4,19.9,32.8,1.9
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200405,13,2005,21/01/2005,2005,1,16025S2200405,30.4,29.4,7.5,7.5,2.5,11.688,14.545,1.786,0,77,0,0,0,3,-16.210917,145.9075,20/01/2005,44.9,10.3,38.9,5.9
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200607,15,2007,7/01/2007,2007,1,16025S2200607,32,29.3,15,7.5,2.5,18.162,8.64,1.581,0,68,0,10,0.147058824,1,-16.203433,145.9062,7/01/2007,44.2,28.46,26.13,1.21
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200607,15,2007,7/01/2007,2007,1,16025S2200607,32,29.3,15,7.5,2.5,18.162,8.64,1.581,0,68,0,10,0.147058824,2,-16.207517,145.907533,7/01/2007,46.6,19.17,31.41,2.81
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200607,15,2007,7/01/2007,2007,1,16025S2200607,32,29.3,15,7.5,2.5,18.162,8.64,1.581,0,68,0,10,0.147058824,3,-16.210917,145.9075,7/01/2007,38.4,9.95,44.87,6.78
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200809,17,2009,10/02/2009,2009,2,16025S2200809,31.2,29.7,15,15,0,17.353,18.805,1.029,0,68,0,5,0.073529412,1,-16.203433,145.9062,10/02/2009,36.2,34.1,28.9,0.8
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200809,17,2009,10/02/2009,2009,2,16025S2200809,31.2,29.7,15,15,0,17.353,18.805,1.029,0,68,0,5,0.073529412,2,-16.207517,145.907533,10/02/2009,29.4,25.6,44,1
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,200809,17,2009,10/02/2009,2009,2,16025S2200809,31.2,29.7,15,15,0,17.353,18.805,1.029,0,68,0,5,0.073529412,3,-16.210917,145.9075,10/02/2009,29.9,11.6,51.8,6.7
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201011,19,2011,25/01/2011,2011,1,16025S2201011,31.2,29.1,25,7.5,2.5,22.071,10.97,2.052,0,67,0,2,0.029850746,1,-16.203433,145.9062,25/01/2011,36.8,34.4,27.3,1.5
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201011,19,2011,25/01/2011,2011,1,16025S2201011,31.2,29.1,25,7.5,2.5,22.071,10.97,2.052,0,67,0,2,0.029850746,2,-16.207517,145.907533,26/01/2011,32,27,38.1,2.9
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201011,19,2011,25/01/2011,2011,1,16025S2201011,31.2,29.1,25,7.5,2.5,22.071,10.97,2.052,0,67,0,2,0.029850746,3,-16.210917,145.9075,26/01/2011,32.7,17.3,45.4,4.6
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201213,21,2013,4/01/2013,2013,1,16025S2201213,32.7,29.6,15,15,0,18.038,12.462,0.846,0,65,0,16,0.246153846,1,-16.203433,145.9062,4/01/2013,55,27.5,16.5,1
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201213,21,2013,4/01/2013,2013,1,16025S2201213,32.7,29.6,15,15,0,18.038,12.462,0.846,0,65,0,16,0.246153846,2,-16.207517,145.907533,5/01/2013,42.8,20.9,33.8,2.5
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201213,21,2013,4/01/2013,2013,1,16025S2201213,32.7,29.6,15,15,0,18.038,12.462,0.846,0,65,0,16,0.246153846,3,-16.210917,145.9075,5/01/2013,31.1,15.1,49.8,4
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,201819,27,2019,10/01/2019,2019,1,14016S201819,31.3,31.6,15,2.5,2.5,14.1,2.5,2.45,0,100,0,85,0.85,1,-13.90475,144.236417,11/01/2019,51.97,23.77,1.07,23.19
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,201819,27,2019,10/01/2019,2019,1,14016S201819,31.3,31.6,15,2.5,2.5,14.1,2.5,2.45,0,100,0,85,0.85,2,-13.908283,144.23755,11/01/2019,47.87,31.81,2.16,18.15
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,201819,27,2019,10/01/2019,2019,1,14016S201819,31.3,31.6,15,2.5,2.5,14.1,2.5,2.45,0,100,0,85,0.85,3,-13.911683,144.238483,11/01/2019,55.8,25.41,2.77,16.02
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201415,23,2015,7/03/2015,2015,3,16025S2201415,31.7,29.5,25,7.5,2.5,20.865,14.904,1.423,0,65,0,11,0.169230769,1,-16.203433,145.9062,29/04/2015,49,27.7,21.8,1.5
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201415,23,2015,7/03/2015,2015,3,16025S2201415,31.7,29.5,25,7.5,2.5,20.865,14.904,1.423,0,65,0,11,0.169230769,2,-16.207517,145.907533,29/04/2015,46.7,21.9,29.5,1.9
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201415,23,2015,7/03/2015,2015,3,16025S2201415,31.7,29.5,25,7.5,2.5,20.865,14.904,1.423,0,65,0,11,0.169230769,3,-16.210917,145.9075,29/04/2015,47,13.6,34.7,4.7
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,202021,29,2021,18/12/2020,2020,12,14016S202021,34.8,32.6,25,2.5,2.5,25.052,2.474,1.933,0,97,0,79,0.81443299,1,-13.90475,144.236417,17/12/2020,40.85,24.33,1.2,33.61
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,202021,29,2021,18/12/2020,2020,12,14016S202021,34.8,32.6,25,2.5,2.5,25.052,2.474,1.933,0,97,0,79,0.81443299,2,-13.908283,144.23755,17/12/2020,49.93,33.77,1.77,14.53
14016S,PC,M,CORBETT REEF,-14,144.108333,RM,202021,29,2021,18/12/2020,2020,12,14016S202021,34.8,32.6,25,2.5,2.5,25.052,2.474,1.933,0,97,0,79,0.81443299,3,-13.911683,144.238483,18/12/2020,48.37,29.85,2.98,18.8
14016S,PC,M,CORBETT REEF,-14,144.108333,RMRAP,201920,28,2020,6/12/2019,2019,12,14016S201920,36.5,31.6,7.5,2.5,0,10.3,2.375,1.075,0,100,0,50,0.5,1,-13.90475,144.236417,7/12/2019,54.87,19.04,2.04,24.05
14016S,PC,M,CORBETT REEF,-14,144.108333,RMRAP,201920,28,2020,6/12/2019,2019,12,14016S201920,36.5,31.6,7.5,2.5,0,10.3,2.375,1.075,0,100,0,50,0.5,2,-13.908283,144.23755,7/12/2019,59.64,26.34,0.99,13.02
14016S,PC,M,CORBETT REEF,-14,144.108333,RMRAP,201920,28,2020,6/12/2019,2019,12,14016S201920,36.5,31.6,7.5,2.5,0,10.3,2.375,1.075,0,100,0,50,0.5,3,-13.911683,144.238483,7/12/2019,60.65,21.73,2.11,15.51
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201617,25,2017,14/09/2016,2016,9,16025S2201617,29,30.2,15,7.5,15,16.74,9.628,12.635,0,74,0,16,0.216216216,1,-16.203433,145.9062,13/09/2016,80.8,11.4,6.3,1.5
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201617,25,2017,14/09/2016,2016,9,16025S2201617,29,30.2,15,7.5,15,16.74,9.628,12.635,0,74,0,16,0.216216216,2,-16.207517,145.907533,14/09/2016,84,9.3,5,1.7
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201617,25,2017,14/09/2016,2016,9,16025S2201617,29,30.2,15,7.5,15,16.74,9.628,12.635,0,74,0,16,0.216216216,3,-16.210917,145.9075,14/09/2016,81.3,5.6,8.2,4.9
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201819,27,2019,16/02/2019,2019,2,16025S2201819,33,29.5,2.5,2.5,0,7.8,4.167,0.933,0,75,0,8,0.106666667,1,-16.203433,145.9062,15/02/2019,86.65,5.91,4.99,2.45
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201819,27,2019,16/02/2019,2019,2,16025S2201819,33,29.5,2.5,2.5,0,7.8,4.167,0.933,0,75,0,8,0.106666667,2,-16.207517,145.907533,15/02/2019,91.07,3.09,3.27,2.57
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,201819,27,2019,16/02/2019,2019,2,16025S2201819,33,29.5,2.5,2.5,0,7.8,4.167,0.933,0,75,0,8,0.106666667,3,-16.210917,145.9075,15/02/2019,87.1,1.7,4.11,7.09
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,202021,29,2021,12/01/2021,2021,1,16025S2202021,31,30,7.5,7.5,0,11.282,8.894,0.16,0,78,0,5,0.064102564,1,-16.203433,145.9062,11/01/2021,83.48,8.85,5.38,2.19
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,202021,29,2021,12/01/2021,2021,1,16025S2202021,31,30,7.5,7.5,0,11.282,8.894,0.16,0,78,0,5,0.064102564,2,-16.207517,145.907533,12/01/2021,88.33,4.28,5.39,2
16025S2,CA,O,OPAL (2),-16.216667,145.891667,RM,202021,29,2021,12/01/2021,2021,1,16025S2202021,31,30,7.5,7.5,0,11.282,8.894,0.16,0,78,0,5,0.064102564,3,-16.210917,145.9075,12/01/2021,86.6,2.4,5.8,5.2
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200506,14,2006,17/03/2006,2006,3,23045A200506,28.2,25.9,25,2.5,2.5,43.672,3.75,2.5,0,32,0,46,1.4375,1,-23.175483,151.908617,10/03/2006,26.4,69.3,3.5,0.8
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200506,14,2006,17/03/2006,2006,3,23045A200506,28.2,25.9,25,2.5,2.5,43.672,3.75,2.5,0,32,0,46,1.4375,2,-23.1762,151.91215,10/03/2006,39,57.4,3.2,0.4
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200506,14,2006,17/03/2006,2006,3,23045A200506,28.2,25.9,25,2.5,2.5,43.672,3.75,2.5,0,32,0,46,1.4375,3,-23.1778,151.915433,10/03/2006,56.8,39.7,3.2,0.3
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200708,16,2008,29/11/2007,2007,11,23045A200708,26.4,25.5,45,2.5,2.5,44.18,3.594,1.484,0,32,0,32,1,1,-23.175483,151.908617,28/11/2007,49.09,46.08,3.03,1.81
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200708,16,2008,29/11/2007,2007,11,23045A200708,26.4,25.5,45,2.5,2.5,44.18,3.594,1.484,0,32,0,32,1,2,-23.1762,151.91215,28/11/2007,40.3,55,2.8,1.9
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200708,16,2008,29/11/2007,2007,11,23045A200708,26.4,25.5,45,2.5,2.5,44.18,3.594,1.484,0,32,0,32,1,3,-23.1778,151.915433,28/11/2007,67.4,29.28,2.41,0.91
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200910,18,2010,13/01/2010,2010,1,23045A200910,28.9,25.4,15,2.5,0,15,3.013,0.962,0,39,0,27,0.692307692,1,-23.175483,151.908617,14/01/2010,91.3,7.1,1.2,0.4
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200910,18,2010,13/01/2010,2010,1,23045A200910,28.9,25.4,15,2.5,0,15,3.013,0.962,0,39,0,27,0.692307692,2,-23.1762,151.91215,14/01/2010,93.3,5.5,0.2,1
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,200910,18,2010,13/01/2010,2010,1,23045A200910,28.9,25.4,15,2.5,0,15,3.013,0.962,0,39,0,27,0.692307692,3,-23.1778,151.915433,14/01/2010,89.4,8.4,1,1.2
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201314,22,2014,18/09/2013,2013,9,23045A201314,26.4,25.2,25,2.5,2.5,23.547,6.081,1.622,0,37,0,26,0.702702703,1,-23.175483,151.908617,18/09/2013,71.6,26.1,1.6,0.7
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201314,22,2014,18/09/2013,2013,9,23045A201314,26.4,25.2,25,2.5,2.5,23.547,6.081,1.622,0,37,0,26,0.702702703,2,-23.1762,151.91215,17/09/2013,70.8,24.3,2.6,2.3
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201314,22,2014,18/09/2013,2013,9,23045A201314,26.4,25.2,25,2.5,2.5,23.547,6.081,1.622,0,37,0,26,0.702702703,3,-23.1778,151.915433,17/09/2013,40.1,54.6,3.8,1.5
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201516,24,2016,17/10/2015,2015,10,23045A201516,25.3,25.9,50.625,2.5,2.5,48.419,6.324,1.912,0,34,0,23,0.676470588,1,-23.175483,151.908617,6/10/2015,66.5,29.6,3,0.9
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201516,24,2016,17/10/2015,2015,10,23045A201516,25.3,25.9,50.625,2.5,2.5,48.419,6.324,1.912,0,34,0,23,0.676470588,2,-23.1762,151.91215,7/10/2015,43.7,50.1,4.5,1.7
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201516,24,2016,17/10/2015,2015,10,23045A201516,25.3,25.9,50.625,2.5,2.5,48.419,6.324,1.912,0,34,0,23,0.676470588,3,-23.1778,151.915433,7/10/2015,18.9,76.9,3.4,0.8
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201718,26,2018,23/10/2017,2017,10,23045A201718,26.4,26.5,35,2.5,2.5,44.224,8.19,1.552,0,29,0,0,0,1,-23.175483,151.908617,23/10/2017,66.2,29.3,3,1.5
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201718,26,2018,23/10/2017,2017,10,23045A201718,26.4,26.5,35,2.5,2.5,44.224,8.19,1.552,0,29,0,0,0,2,-23.1762,151.91215,23/10/2017,40.5,52.8,4.4,2.3
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201718,26,2018,23/10/2017,2017,10,23045A201718,26.4,26.5,35,2.5,2.5,44.224,8.19,1.552,0,29,0,0,0,3,-23.1778,151.915433,23/10/2017,29.4,65.8,2.8,2
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201920,28,2020,21/01/2020,2020,1,23045A201920,29.9,26.2,35,2.5,2.5,41.689,8.041,1.959,0,37,0,37,1,1,-23.175483,151.908617,21/01/2020,60.28,33.74,4.58,1.4
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201920,28,2020,21/01/2020,2020,1,23045A201920,29.9,26.2,35,2.5,2.5,41.689,8.041,1.959,0,37,0,37,1,2,-23.1762,151.91215,21/01/2020,59.77,33.09,5.55,1.59
23045A,CB,O,NORTH REEF (NORTH),-23.183333,151.908333,RAP,201920,28,2020,21/01/2020,2020,1,23045A201920,29.9,26.2,35,2.5,2.5,41.689,8.041,1.959,0,37,0,37,1,3,-23.1778,151.915433,21/01/2020,52.86,43.75,2.8,0.59
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,201819,27,2019,7/01/2019,2019,1,13130S201819,31.3,31.6,25,2.5,2.5,27.5,3.578,2.5,1,51,0.02,19,0.37254902,1,-13.9655,144.45645,8/01/2019,43.88,47.42,4.17,4.54
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,201819,27,2019,7/01/2019,2019,1,13130S201819,31.3,31.6,25,2.5,2.5,27.5,3.578,2.5,1,51,0.02,19,0.37254902,2,-13.967433,144.459317,8/01/2019,35.85,57.19,3.12,3.85
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,201819,27,2019,7/01/2019,2019,1,13130S201819,31.3,31.6,25,2.5,2.5,27.5,3.578,2.5,1,51,0.02,19,0.37254902,3,-13.969133,144.462167,8/01/2019,44.17,48.25,3.08,4.49
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,202021,29,2021,19/12/2020,2020,12,13130S202021,34.8,32.6,35,2.5,2.5,32.358,3.636,1.705,0,44,0,18,0.409090909,1,-13.9655,144.45645,2/12/2020,56.02,35.01,5.62,3.34
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,202021,29,2021,19/12/2020,2020,12,13130S202021,34.8,32.6,35,2.5,2.5,32.358,3.636,1.705,0,44,0,18,0.409090909,2,-13.967433,144.459317,2/12/2020,61.28,32.11,3.61,3
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RM,202021,29,2021,19/12/2020,2020,12,13130S202021,34.8,32.6,35,2.5,2.5,32.358,3.636,1.705,0,44,0,18,0.409090909,3,-13.969133,144.462167,2/12/2020,56.97,34.05,5.53,3.17
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RMRAP,201920,28,2020,6/12/2019,2019,12,13130S201920,36.5,31.6,25,2.5,0,24.439,2.806,1.122,0,49,0,21,0.428571429,1,-13.9655,144.45645,5/12/2019,63.13,28.3,5.87,2.69
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RMRAP,201920,28,2020,6/12/2019,2019,12,13130S201920,36.5,31.6,25,2.5,0,24.439,2.806,1.122,0,49,0,21,0.428571429,2,-13.967433,144.459317,5/12/2019,69.74,25.51,2.65,2.1
13130S,PC,O,DAVIE REEF,-13.975,144.458333,RMRAP,201920,28,2020,6/12/2019,2019,12,13130S201920,36.5,31.6,25,2.5,0,24.439,2.806,1.122,0,49,0,21,0.428571429,3,-13.969133,144.462167,5/12/2019,62.95,33.06,1.72,2.27
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199293,1,1993,26/10/1992,1992,10,23051S199293,29,28.6,20,0,0,27.111,0,1.667,0,45,0,0,0,1,-23.317217,151.976233,29/10/1992,82.22,13.48,1.2,3.1
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199293,1,1993,26/10/1992,1992,10,23051S199293,29,28.6,20,0,0,27.111,0,1.667,0,45,0,0,0,2,-23.31915,151.97975,29/10/1992,86.77,10.24,0.71,2.28
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199293,1,1993,26/10/1992,1992,10,23051S199293,29,28.6,20,0,0,27.111,0,1.667,0,45,0,0,0,3,-23.322967,151.982417,29/10/1992,74.83,19.96,2.84,2.37
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199596,4,1996,9/12/1995,1995,12,23051S199596,29,25.5,25,0,0,25.288,0,0.897,0,39,0,0,0,1,-23.317217,151.976233,9/12/1995,53.13,38.61,5.29,2.97
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199596,4,1996,9/12/1995,1995,12,23051S199596,29,25.5,25,0,0,25.288,0,0.897,0,39,0,0,0,2,-23.31915,151.97975,9/12/1995,36.16,54.55,5.97,3.32
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199596,4,1996,9/12/1995,1995,12,23051S199596,29,25.5,25,0,0,25.288,0,0.897,0,39,0,0,0,3,-23.322967,151.982417,9/12/1995,40.03,34.99,21.68,3.3
23051S,CB,O,WRECK ISLAND REEF,-23.333333,151.966667,RM,199697,5,1997,17/11/1996,1996,11,23051S199697,28.6,26.4,25,0,0,31.083,0,1.167,0,45,0,0,0,1,-23.317217,151.976233,17/11/1996,34.8,53.98,8.44,2.78
